document	label
내가 여태까지 들어봤던 모든 수업들중 가장 대학강의답고 재미있었던 수업 (ㄴㅎㅅ 교수님 죄송합니다 ㅜㅜ)타과생을 불문하고 학점을 불문하고 꼭 들어봤으면 좋겠다	22212
강의를 들으면서 아주 재밌었어요. 다만  우리말 문법에대해 평소부터 관심이 없는 사람은 도망치세요... 셤도 오픈북이로 하셔서 대개 어려웟어요. 그러나 문법에 대해 잘 생각을 하셔서 답을 쓰시면 좋습니다.	20212
문법에 대해 자신만의 논리가 있으시다면 말리지는 않습니다 ^^ 솔직히 강의 듣는 내내 별로였어요. 필기가 되나 강의가 되나	22202
첫 날 말씀해주신 것처럼 복습 잘 하고,  숙제 내주신 거 다 풀면 점수 잘 받을 수 있습니다!! 교수님이 쁠로 다 채워주시지 않으니...  꼭 출석도 잘하고,  숙제도 잘 하세요.  수업 자체도 만족했고 시험 난이도도 어렵지 않았지만,  문제 풀이 방법도 설명 안해주시고 숙제 내주셔서 1점 깎았습니다.	21212
교수님 넘나 좋으셔서... 그리고 수업 끝나고 질문하면 친절하게 알려주셔서 좋았음! 첫 오티에서 복습 반드시 하라고 강조하시는데 나중에 시험 볼 때 깨달음 진짜 복습하기만 하면 에이쁠 나옴!	22221
중간고사 전까지는 과제 없다가 기말 전쯤에 문제푸는 과제 나오는데 그렇게 어렵지는 않음! 교수님도 자주 말씀하시지만 기호논리학 전에 기초 다지는 느낌으로 수업이 진행됨. 교수님이 워낙 좋으셔서 철학과 2학년이라면 그냥 듣고 가는걸 추천함. 기논은 취향이지만 논사는 대부분이 다 쉽게 들을 수 있기 때문~ 어쨌든 백블리 사랑해요 짱짱맨??아 시험은 논술형 아니고 단답식이라 공부만 하면 다 잘 적을 수 있음!	12221
(중간고사 후 작성) 교제가 원서를 쓰라고 되어있으나 대학원 생각없거나, 전과할것이거나, 학점만 잘받아야겠거나, 영어를 아주못한다면 번역서 추천. 시험을 한글로 내고 주요용어만 영어로 알고 있으면 수업듣는데 지장이 없다. 대학원갈거면 미래를 위해서 원서추천. 수업은 도리스교수님보단 낫지만 강의력이 아주 뛰어나신건 아니심. 수업잘들었으면 시험은 쉬운편이다. 출석은 수업시작~+10분 사이에 부름.	21222
출석 부르는거 랜덤이라 언제 부르고 언제 안부를지 모름.... 강의력은 물리학과 평균 강의력을 가지고 계심 ㅎㅎ 교수님 성격은 좋으심 히히....	22221
무슨 설명이 필요하겠는가?믿고 듣는 김기형 교수님 수업!	22212
기형오빠 너무좋아중간중간 농담도 잘해주시고재미진 수업임 ㅋㅎㅋㅎ	22212
개론 수업이므로  하나를 집중적으로 파고든다는 느낌은 없음.  그러나 교수님은 정말 재미있으심!!학생들 배려해주시는게 느껴짐!!시험은 그리 어렵지 않음 교수님께서 하라고  하는거 하면 됨.	21221
교수님 짱 귀여우심 까다롭지만 시험문제도 다 갈쳐 주심 수업만 잘들으면 학점 잘 나옴	21221
교수님 진짜 최고시고 재밌으세요 나름대로! 단점은 수업을 늦게 마쳐주셔서 그게 좀 그래요....과제도 나름대로 보람있는 경험이 되었어요!!	12221
개론이다 보니  전체적으로 설명해주세요  이부분은 몇학년때 더세세하게 배운다 이런말도 해주시고 1학년대상 수업이라  많이 배려해주십니다 서술형 뭐 나올지 미리 얘기해주세요	22212
교수님 꿀잼이시고 행정학개론이다보니까 2,3학년때 배울내용까지도 간단하게 소개해주시기도 하고 하는데 범위가 많아서 그런지 그런부분들까지 좀 세세하게 설명을 해주셔서 그런지 진도가 조금 느림...그래서 시험도 종강한 후에 본다는 아쉬움이...하지만 논술형 출제범위도 압축해서 알려주시고 쓰는법도 알려주시는 혜자스러운 강의임.	20212
육사 교수부장 출신이심 대단하신 분이고 멋진 분이심	22221
교수님이ㅈㄴ착함 진짜 천사심 사랑합니다 진짜로 고등학교착한쌤보는기분	22221
진짜 평 왜 이렇게 좋은지 이해가 안된다..  과제는 매우 많은 편이고 할 것도 많은 편이다. 내가 이딴 수업을 왜 잡으려고 그짓거리를 했는지 후회됨	02222
교수님 하라는대로 하면 무조건 좋은 학점 받을수 있어요!! 과제를 많이 내주시지만 다 시험에 직접 도움이 됩니다. 무조건 이 교수님꺼 꼭 들으세요!!	11222
강의 듣기 전 나는 히라가나 가타카나 아예 몰랐음하지만 교수님이 내시는 숙제 힘들더라도 잘 해가면 b+은 나올 거임 나 비쁠이거든실수 아예 안한다면 에이는 나오지 않을까 나는 실수때문에 많이 감점되서ㅜㅜ교수님 되게 잘 가르쳐주시고 되게 좋으심 이 수업 들으면서 아 이런 수업 들으려고 대학에 왔지! 라는 생각을처음 하게 됨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ..... 숭실대의 교양이란...ㅜ정말 교양다운 교양임시험 점수 90점대여야 에이 안정권임나는 80점대 중후반이었음	22211
정말 잘 가르치심. 설명해주시다가 경험썰도 풀어주시는데 재미있음. 융통성있게 학생들이 많이 피곤해하는 날은 느슨하게 나가지만 평소 수업속도가 꽤 빠름. 기초가 없으면 조금 벅찰 수도 있음. 그래도 첫주는 굉장히 느슨하게 나가심. 그때 히라가나 얼른 외워놓는게 앞으로 편할듯.과제가 아주 많음. 그래도 틀려서 점수 깎이거나 그러진 않기 때문에 해가기만 한다면 점수 받을 수 있음. 본문과제 일일히 다 채점해주셔서 주시기 때문에 틀린부분 복습도 가능. 본문 쓰는 과제랑 녹음과제, 한문 과제가 있는데 과제 할 때 열심히 해두면 시험볼 때 크게 어려움 없을 듯. 특히 중간고사 까지는 과제만 열심히 해도 평타는 칠 수 있음. 기말고사는 조금 빡셈. 어려운 단어도 꽤 나오고 문법도 꽤 많아지는데다가 가타카나도 다 써야함. 평소에 단어 꾸준히 외워놓으면 시험 때 덜 고생함. 중간에 출튀 다 잡으심.  드라마 한 두번 정도 보여주심. 다른건 몰라도 히라가나 정도는 꼭 암기하고 들으세요.	02221
일단 수업 들을 때 모르는 단어가 20개?? 정도 될 정도로 기초가 있어서 비교적 쉬웠습니다. 다른말로는 기초가 없으면 어렵다고 생각합니다.. 각 수업마다 복습해서 다 외우든가 해야할듯 과제가 많긴합니다 교재 내용을 다 적는건데 그냥 배끼면 공부안된다고 생각합니다 저는 과제 단어 헷갈리는거 정도만 힐끔힐끔보고 공부하면서 과제 + 전날 외우기 해서 에쁠받음에이 퍼센트에 들면 에이쁠로 다 채워주십니다시험은  중간 기말보는데 중간은 히라가나 + 교재 문장 변형 + 단어 + 각 단원 제목 한자랑 후리가나 적기기말은 히라가나가 가타카나로 바뀐 정도..?? 교수님이 숙제검사 일일이 다 하십니다 문장 틀린것 점수에 포함안되는데 공부하라고  다 체크해주시고 학생들 생각하시는게 보입니다 학생들에게 음료수도 사주시고 짱짱	02221
일단 교수님이 정말 친절하십니다. 항상 제가 질문을 하면 친절하게 꼼꼼히 알려주십니다. 과제는 비교적 많은(or보통) 편이지만 과제들이 오히려 중간고사,기말고사 대비하는데에 도움이 정말 많이 되었기 때문에 부담감은 없었습니다. 일본어에 대해서는 일본어 문자와 간단한 단어,문장들 정도만 조금 알고 있었는데, 이 강의를 듣고 보다 체계적으로 일본어 공부를 할 수 있었습니다. 강의시간은 거의 풀로 채워서 하시지만 그만큼 알찬 수업이었습니다. 중간중간 과제 제때 제출하시고 교재 꼼꼼히 보면서 공부하신다면 성적A는 충분히 가능할 것입니다!	22212
평상시에 일본어를 배워보고 싶었던 저에게는 개인적으로는 너무너무너무 만족했던 수업이에요!! 우선 교수님이 정말 좋으시고요! 모르는거나 헷갈리는거 질문하면 하나하나 다 꼼꼼하게 대답해주세요~ 수업은 일본어 입문 책 한권을 끝내는거예요.. 저는 고등학교 때 잠깐 일본어를 배웠었고 히라가나랑 완전 간단한 기초 문법 정도만 알고 있는 상태였어요. (저랑 비슷한 정도로? 일본어 공부를 해보신 분이라면 중간고사까지의 범위는 공부가 비교적 쉬우실텐데 기말때 부터는 조금 양이 많아지고 새로운 문법들이 나와서 공부를 조금은 열심히 하셔야 할 것 같아요!! ) 수업시간에 열심히 듣고 교수님 말씀 꼼꼼히 필기하고 수업시간에 배운걸 바탕으로 일본어로 해석해 오는 과제를 내주시는데 복습한다고 생각하면 그리 많은 양은 아니라고 생각해요(저는 괜찮았는데 조금은 양이 많다는 의견도 있네요!)  사실 일본어는 많은 분들이 잘하시고 저는 일본어에 대해서 정말 조금만 알고 있는 상태였어서 많이 걱정했는데 수업시간에 열심히하고 과제로 복습 계속 하고 교재 위주로 열심히 외우고 공부하면 시험은 무리 없이 잘 보실 수 있을 것 같아요. 중간중간 과제나 녹음파일 제출하고 이런것도 다 잘 챙기시면 조금은 번거로울 수는 있어도 A맞기는 어렵지 않은 것 같아요!개인적으로 교수님도 너무 좋으신 분이셨고 전체적으로 다 만족하고! 정말 좋았던 수업이였어요~~~!!!	22211
이 수업을 들을까 고민하는 언어교양을 못채운 사람들은 이 글이 어느정도 도움이 될거라 믿고 써봅니다.수업은 매우 유익합니다. 교과서 한 권을 다 떼는것을 목적으로 꼼꼼하게 진도를 나가시기 때문에 일본어가 어떤 언어이고, 기초적인 회화는 얻어가실 수 있으리라 봅니다.하지만 일본어라는 언어의 특성상 진입장벽이 낮고 중,고등학교때 어느정도 일본어를 했던 사람들이 이 수업을 듣습니다.  쌩판 히라가나도 모르는채로들어오면 좋은 학점을 기대하기 어렵습니다.기초를 안 잡은 사람이 이 수업을 들으면 시험의 중  작문을 20~25개 정도 하게 될텐데, 채점을 정말 꼼꼼하게 하시고, 일본어 작문을 해본적없는 사람이 이 수업을 들으면 학점을 깔아주기 좋습니다.과제는 정말 많지만 책을 온전히 소화하는데는 이만한게 없었고 개인적으로는 도움을 많이받은 수업이었습니다본인이  히라가나, 가타카나를 막힘없이 읽고 학교서점가서 일본어 입문 책을 본다음 모르는단어가 10개 미만일경우에 수업을 들으시는것을 강력히 추천드립니다	02212
교수님이 너무 좋으세요 친절하시고 꼼꼼하게 가르쳐주세요근데 과제가 교양치곤 많은듯ㅎㅎ...읽기과제 한자쓰기 해석쓰기 과제 있고 일본어 잘하시는분들이 많아서 A는 못 받았네요	02221
교수님 진짜 좋으심. 매번 과제 내 주시고  일일히 확인하심. 근데 매 번 내 주시는 과제가 성적에 반영되는게 아니고 학생들 공부하는데 도움되라고 내 주시는거라서 좋음. 과제하면서 공부하면 되니까 시험공부 할 때도 크게 부담없음.	22221
과제 많습니다. 일본어 처음이라면 죽어라 공부해야 합니다. 기존에 일본어를 조금 공부했던 분이라면 기말까지 쉽게 보낼 수 있습니다. 혹시 수강하려는 학우분이 있으시다면 일본어 동사의 ます형, て형까진 공부하고 들으세요.	02222
교수님은 열심히 하시는 분인데 과목 자체가 최악임.. 핵심교양 강제로 배우는 건데도 양이 과중합니다. 교수님께서 이  부분을 간과하신 듯. 일본어  애초에 관심있던 분들에겐 추천. 아닌 분들은 전공 이상으로 시간 투자해야 되는 걸 명심하길.	22201
과제가 많긴 한데 귀찮긴 하지만 어려운 과제는 전혀 아니고... 교수님 말씀하시는 것도 재밌고 가끔 드라마도 보여주심 수업도 부담 없는 수업	22211
일본어에 대한 지식 하나도없이 들은 수업인데 A+맞은 만큼 본인이 열심히 한다면 학점 잘 받을 수 있는 강의예요.과제는 매주 나오긴 하는데 많지는 않고 배운 수업 복습하기에 딱 좋은 정도입니다.교수님께서 수업 중간중간 해주시는 얘기도 정말 재밌고 일본드라마도 한두번? 보여주시고 정말 재밌게 수업 들었어요.수업 열심히 듣고 과제 해가고 복습 해주시면 A+보장할듯!! 짱짱	22211
교수님께서 꼼꼼하고 재미있게 기초 다 가르쳐주시고, 틈틈이 복습도 시켜주셔서 피드백도 잘 된다고 생각합니다. 과제는 꼬박꼬박 해야해서 번거로우실 수 있겠지만 쓰면서 공부됐다고 생각합니다. 점수도 여러 부분으로 나눠서 주셔서 성실하게만 한다면 점수 잘 받으실 수 있어요!  점수도 공평하게 주십니다. 이번에 수업 들으면서 일본어 실력이 전보다 훨씬 좋아졌고 일본어 관심있으시면 들어보시라고 추천합니다.	21221
일단 과제가 꽤나 많은데 부담스러운 정도는 아님. 일본어 굇수들 많아서 A권 진입이 힘들수 있으나  쉬운 난이도로 인해 일반인들도 충분히 진입가능.  교수님 열정적이시며 질문 다 받아주시고 특히 성적 나오는 과정이 투명하게 공개되어있어서 좋았음.	22221
수업  너무 재밌어요.  딱  일본어 기초공부하기 좋은거같습니다.	22212
일본어 하나도 몰라도 교수님 수업 잘 따라가면 학점 잘 나옴. 우리말 해석이 달린 파일 뽑아서 히라가나로 쓰는 숙제가 나오는데 처음엔 귀찮을지 몰라도 하고나면 실력이 많이 늘음.  비율 꽉 채워서 다 쁠로 채워주심. 그래서 다들 열심히 하기 때문에 사소한 한두문제 차이로 점수 갈리니 시험 볼 때 실수 조심해야함. 1등 차이로 A+ 못 받아서 아쉽.ㅠ	21222
A+B+채워서 주십니다.매주 배운 일본어 쓰기 과제가 나오는데,  좀 양이 많아요...ㅎㅎ고등학교때나 중학교때 일본어 수업 배운적 있으신분은 조금만 노력 하시면 a+ 쉽게 가져가실수 있다고 생각해요. 배우지 않으신 분들도 히라가나, 가타카나 정도만 외우고 수업 들으시면 쉽게 학점 챙겨가실 수 있다고 생각해요.	01222
교수님 너무 좋으신분이고요 숙제는 챕터마다 한국말 해석본 밑에 히라가나 달아오는건데 미리미리 해두면 그렇게 많은양은아니구 시험도 그렇게 어렵지는 않아요 저는 아쉽게 1등차이로 a를받지는못했지만 ㅠㅠ 일본어처음배우는데 열심히하면 충분히 좋은성적 받을수 있고 일단 일본어교양이라서 잘하시는분들도 되게많은듯 합니다.. 그러나 입문 과목이기에 처음배우시는분들도 잘하실수 있을거에요 학점은 교수님이 죄대한 공평하고 좋게 주시려고 하시는것 같아요 추천합니다 !!	11221
0.5학점 준다는거에 너무 감사함.. 자리 3층이라 올라가는거 힘든거 빼고 좋음	21222
0.5 학점은 좋은듯하나 쩝...종교적인 색채가 너무 강함	21222
진짜 개꿀강의입니다.  전공으로 힘든 마음을 휴식으로 치유해줍니다ㅎㅎ	22212
그냥 채플임. 학점 줘서 좋음. 의자가 푹신함.	21222
숭사리라면 꼭 들어야 하는 강의.어짜피 들어야 한다면 즐겨보자.0.5 학점 그냥 받아갈 수 있는 꿀강의	21212
잘 수 있어서 과목 중간에 해놓는 게 좋음0.5학점 줘서 전보다는 괜찮은 듯	21222
채플이 채플이지 뭐겠냐... 그냥 학점 주니까 그나마 다행이지	21222
학점주니까 손해까진아닌듯공강시간에 시간 매꾸기도 좋고	21222
자면 돼서 개꿀이고학점 줘서 개꿀이다다만 2층은 좀 불편하다	21222
그냥 잠자는 수업 ㅎㅎ 어차피 들어야하는거  학점0.5 주니 이제꿀이겟네용	21222
이번 학기 문화채플 너무 좋았어요~ 0학점에 출석만 따지는 과목이라 쉬러가는 느낌이었습니다	22212
학점줘서 좋아요ㅎㅎ 올출해서 문상만원받앗네요	21222
유익한 강좌도 여러 번 있었다. 좋았다 . 하지만 채플이 왜 의무여야 하는지 아직도 납득이 안간다	21222
채플은 역시 흥미로운 수업이다 좋은 내용 많이 가르쳐주신다	22212
나쁘지 않은 수업인데 채플은 항상 졸린....다들 아시죠?ㅡ	22212
채플 의무적으로 듣는 거라 되게 듣기 싫을 수도 있지만 생각을 바꿔서 열린 마음으로 듣는다면 분명 도움되고 재미있는 강연들도 많습니다. 강제로 듣는다고 생각하지마시고 이 시간에는 힐링한다 생각하시고 가벼운 마음으로 들으시면 좋아요	22212
채플은 없어져야 할 과목임.수업들 중간에 약간의 휴식타임정도?얘보다 학교 만화책 빌려주는 동아리 가는게 더 힐링인게 함정.	22202
수업에서 쉬어가는 느낌으로 편하게 들었다.문화채플이 제일 재미있당	22212
기대를 저버리지 않는  쓰레기수업!!!!!꿀이라생각하는사람, 힐링하러온다는사람현실적으로생각하자 0학점이다.시간은 그 어떠한 가치로도 살수없다.	22202
개인적으로 교수님이 매우 깨어있다고 느꼈습니다.근데 그거와 별개로 피피티가 너무 두서가 없다고 느꼈습니다..ㅠㅠㅠ 수업시간에 듣기가 너무 힘들어요 하지만 수업시간에 듣지 않고 피피티만 보면 시험은 잘 볼 수 있어요	21221
에이플일줄알앗으나 에이제로인거보니 기말서술이 심히 중요함 학점 채워주지는 않는듯 철학심리등 인문학에 관심있으면 좋은 수업  방향성을 제시해주는 수업이고 고민은 학생이 해야한다는거  단순 학원 강의식 스타일로 지식 때려박는 수업은 아니다	20222
교수님 자체는 정말 좋으신 분! 성서 수업이지만 최대한 재미있게 얘기하려고 하시고 후반기에는 다양한 주제에 대해서 얘기함. 철학 교양이라고 생각해도 될듯. 난 진짜 매일 자고 수업 기억나는거 하나도 없는데 B받음; C 걱정했는데... 조별 과제 할 때 열심히 하는 모습 보이셈. 우리 조는 토론 열심히 하고 조별시간에 궁금한거 교수님 불러서 계속 질문함. 질문하는거 좋아하시니까 열성적으로 하면 +채워주실듯. 중간 기말 시험에 같은 조 학생들 이름 쓰는거 나와요!	22221
수업은 별로였으나 시험도 간단했고 발표 점수 잘주심중간 기말 발표 총 세번 시험인데피피티에서 다나옴교수님이 여러번 말씀하신건 꼭 나옴	21202
수업 내용도 난해하고 대체 한학기동안 내가 뭘 배운건지 모르겠는 수업임 피피티 자료들도 체계적인게 하나도 없고... 이게 3학점인건 말도 안된다고 생각함	22202
교수님이 정말 깨어 있으신분입니다!!! 아쉬운건 조별발표 주제정하는게 좀 어렵고 시험이 암기를 많이 필요로합니다ㅜㅜ 시험은 뭐 대부분 그런거니까.. .ㅎ 좋았습니당!	22221
괜히 들었다. 이 교수말고 그냥 학점 쉽게 주는 교수꺼 들을걸. 이 과목 어차피 들어서 남는거없는데 좋은 교수 고른다고 고르다가 망했다. 무슨 발표까지 시키는데 걍 귀찮음. 애들 질문 수준이나 발표 수준도 낮았음.	22202
교수님은 깨어있으나 내가 잠에서 안깨어있던 수업,,,, 여러모로 뜻깊은 이야기 많이 해주시고 학생들 많이 배려해주심 하지만 시험이 좀 빡센듯함 피피티 빡세게 외워야함	20221
이보다 더 교수님다운 교수님을 볼수 없을 것같다. 일단 학점은 왠만큼 수업들었으면 A는 그냥 나온다. 제일 좋은건 요즘 사회상을 오프닝 때마다 자주 다뤄 주시는데 그런데 관심없지만 재밌게 들었다. 뭔가 교수님께서 깨어있는 사람이라는게 느껴진다. 공부라기 보단 뭔가 사는데 있어서 더 배운것 같다. 그리고 내가 기독교인은 아니지만 상식선에서 현성서를 배워놓는 것도 나쁘지 않다고 생각한다. 현성서는 교필이니까 들으려면, 그리고 대학이라는 곳을 느끼고 싶다면 이주형 교수님.	21221
교수님은 정말 친절하세요~ 9시 등교 배려해주시고, 종교 이야기 할 때도 거부감이 안들게 이야기 해주세요! 근데 시험이 좀 범위가 많고 양도 많아요!  그래도 어느 정도 하면 점수는 나쁘지 않게 주시는 것 같네용 시험은 좀 힘들고 그랬지만 교수님은 좋은 분이세요	20221
교수님은 좋은분이시지만 시험은 잘 모르겠음..조모임 너무 많아서 힘듬다시 들어야 한다면 그래도 교수님 강의를 듣고싶기 때문에 4점드림	20211
시험범위 실화???? 중간 기말 준비하면서 제일 많이 들은 말이 그거 대체 무슨 과목이냐? 이거였다. 무슨 누가 쓰다 버린 템플릿 빨아서 가져온 퀄리티에 글씨만 수두룩한 피피티로 수업하시는데 그거 다 시험범위다. 범위 진짜 넓고 물론 성서 관련 내용도 있지만 학기 초 이후로는 주로 최근 이슈나 현대사회 관련된 주제들로 수업하신다. 다만 9시 수업인거 배려해서 출석 늦게 부르는거나 학생들 신경써주시는 모습은 좋았다. 인간적으로 봤을땐 좋은 분이지만 현성서 교수 선택해서 들을 수 있으니 그냥 웬만하면 다른 분 꺼 들으셈	20222
현성서 교수님들 중 최고라고 할 수 있음 내가 기독교가 아니라 처음엔 좀 거부감 들었는데 교수님이 그거 다 감안하시고 수업하셔서 하나도 꺼릴게 없었음 그냥 교수님이 최고시다~~	22221
교수님 진짜 친절하세요... 진짜 꼭 추천합니다! 피피티 많지만 중간기말 전에 어디서 나오는지 대강 찝어주시는데 그것만 공부하셔도 나쁘지 않은 성적 받을거예요. 다른 학우들도 공부하기 벅차하니깐요. 일단 지각하지 마시고 출석만 잘하고 수업 십분 전에 오기만 해도 반은 먹고 들어갑니다!	22221
9시수업으로 매우 좋으신 교수님 9시가 힘들거라고 학생들 투표하에 20분 늘려주심 ㅠㅠ 성서를 학생들이 별로 안좋아하는것도 아셔서 현대인 위주로 수업을 진행하심! 말도 차분하시고 학생들을 위해주시는게 보이는 따뜻한 분이시다.	22221
다른 사람들이 다 좋다고 강의평 써서 일부러 이 수업 들었는데 생각보다 별로였음;; 일단 만드는 피피티부터가 x같은 보노보노 양 뺨 후드리팰정도로 28p의 바탕체와 노을배경으로 40장씩 있음;; 글씨도 개많은데 그거 다 시험에 나옴ㅋㅎ 피피티 뽑을생각 ㄴㄴ 200p 넘게나옴	22202
어차피 들어야 할 현성서라면 꼭 이주형 교수님 수업을 들어야 해요 성적도 좋게 주시고 과제도 시험도 어렵지 않아요 정말 좋은 교수님입니다	11221
내 인생에서 이렇게 인자한 교수님을 만날수 있을까 싶은 교수님이셨다. 현성서 교수님중에서는 이주형 교수님이 단연 최고라고 할수 있다. 등교시간을 늦춰 시작하시고나, 수업전 노래 듣는 시간을 가지거나, 굳이 출석을 할 필요가 없는 수업타임의 경우  대체과제를 내주셔서 출석을 인정해주시는 등학생들을 많이 생각하시는 교수님이셨다. 시험도 강의 피피티에서 다 나오기 때문에 너무 애쓰지 않아도 세번정도 꼼꼼히 본다면 무난하게 A가능 하다.	21221
정말 좋은 교수님. 학생들을 인격적으로 대해주시고 무엇보다 우리가 후배이기에 더 챙겨주려고 노력하심. 우리의 생각을 자극시켜 많은 말을 할 수 있도록 수업을 진행하심. 학생들이 잘 따라주면 정말 좋은 수업으로 발전할 수 있음. 항상 혼자서 열심히 하시고 학생들이 잘 안 따라주는게 문제일 뿐. 수업도 거부감 없게 하려고 노력하시고 사회문제, 윤리 등에 더 초점을 맞추심. 조별 발표가 한 번 있지만 좋은 경험이 되는 팀플이어서 괜찮음. 시험도 수업내용만 잘 따라가면 어렵지 않고 자신의 생각을 쓰는 문제들이 더 많아서 달달 암기하는 교양 아님. 노력하는 사람은 그만큼 좋은 배움을 얻을 수 있는 수업.	22211
이름 얼굴 모두 외워서 출튀 안돼요! 교양다운 교양을 해주시는 분이에요 열정적이지만 무례하지 않고 존경할 부분이 많은 교수님이십니다.  수업도 늘 학생들 사고의 확장을 지표로 진행하십니다.	22221
교수님 진짜 최고!! 학생들 배려 엄청 해주시고 9시 수업 등교하는거 힘들다고 10분까지 등교였는데 10분 차이가 되게 크더라구요.  전 비기독교인인데 수업 무리 전혀 없었구요. 시험준비할때는 아 좀 불리하지 않을까 막막했는데 막상 시험보니까  비기독교인이던 기독교인이던 유리할 거 없이 내주셔서 감사했어요. 그리고 기독교보다는 '현대인'에 초점을 맞춘 수업이라고 처음에도 설명해주셨는데 맞아요! 특히 뒷부분에는 롤스. 공리주의.칸트 이런 철학자들 나오는데 사탐 윤사선택했어서 좀 수월했어요 참고하세요.	22221
기독교 수업이지만 비기독교인도 거부감 들지않을만큼 정말 중요하고 간단한 성서내용만 '언급' 하는 정도로 알려주십니다. 오티 때부터 자신은 현대인과 성서지만 현대인에 초점을 맞추시겠다고 말하십니다교수님께서 학생들을 생각하고 위하는게 느껴지는 것이하물며 거의 학기 초반인데도  학생들 이름도 안 부르고 출석체크 다 하실정도입니다!  피드백이나 시험이나 그 밖에 것들에 대해 질문해도 잘 대답해 주십니다  중간은 빈칸 채우는 문제,  기말은 빈칸 채우는 문제와 서술? 같은 약술문제였습니다.  ppt에 다 나오고 항상 수업끝나고 올려주시기 때문에  그리 어렵지는 않습니다  빈칸채우기도 답과 비슷하게 또 그 의미를 알고 있다고 생각되면 맞다고 해주십니다다양성을 존중하시기 때문에  클래스 안에 있는 모든 과를 섞어서 조를 만듭니다.  매번 시간이 남을 때마다 조별토론을 하는데 굳이 교수님께서 주신 질문을 가지고 하지 않아도 되고  조별발표 준비해도 됩니다!  조별발표가 하나있는데 교수님이 주신 형식안에서 자유주제입니다  수업시간 조별모임시간을 활용하세요!  발표도 그렇게 꼼꼼하게 채점하시는 건 아닌것 같고 애초에 항상 칭찬해주시는 분이니 큰 부담은 없습니다.  암튼  비기독교인라면 강추!   기독교인이라면 더 강추인 수업입니다	22221
- 출결 상관 없다더니 출석 점수 깎음(결석없이 갔음) 문의해보이 일괄적으로 출결 점수 A- 줬다는데 이해 불가- 틈만 나면 휴강- 시험날 40분 지각- 시험 객관식 낸다더니 객관식 두세문제 내고 다 주관식- 성적 관련 문의 메일 모조리 읽씹들으면 후회함 -지각 상관없다고 하시면서 지각 점수깎음-사실상 출석때문에 가는거지 수업들을 필요가 없을정도로 혼자 공부잘하면됨 수업들어도 뭐가 중요한지 모르겠음-매일 휴강하시더니 시험때도 늦음 - 말버릇 정말 거슬림-객관식으로 내겠다고 하셨으면서 15~20문제 중 보통 세문제빼고 다 주관식	22022
휴강을 자주하시고 수업 이해하기 힘들다 시험공부는 거의 혼자한듯하다	22202
맨날 휴강하더니 시험날되니까 시험예정시간보다 40분늦게나타남 뒤에 전공시험있었는데 망침. 얻어가는 게 없는 걸로 끝나면 다행인데  잃는 거까지 있는 최악의 수업.	22202
교수님은 친절하시고 좋으신 분이시다. 그러나 강의력은 매우 떨어지신다. 재미있고 유익한 강의를 원한다면 수강하지 말것을 추천한다.	22201
출석과 시험만으로 성적 내는 깔끔한 과목. 시험문제 알려주시니 평소에 원리를 잘 이해해 두고 살붙이기 잘 하면 A권	21222
좋지도 나쁘지도 않은 무난한 수업.일단 과제가 없기 때문에 매일 수업하기전 하시는 교수님의 자기자랑시간도 기분좋게 넘어가줄수 있음. 대신 그만큼 출석을 매우매우매우 중요시여김. 시험은 논술형이고 대충 어디에서 나올지 알려줌. 시험지에 목차 꼭 써야되고 개념이랑 예시는 많으면 많을수록 좋음. 양보단 질이긴하지만 평가에 있어서 양을 정말 중요하게 여기는것 같음.단점을 하나 꼽자면 판서가 정말 알아보기 힘들다.	12222
일단 팀플이랑 과제가 하나도 없다는게 제일 큰 장점이다. 교수님께서 강의력이 엄청 좋으셔서 수업은 진짜 좋다. 중간중간 해주시는 좋은 말씀은 지루할 수는 있지만 좋은 마음으로 들으면 좋은 내용이라 그렇게 큰 영향력은 없다고 본다.  다만, 판서가 조금 복잡해질 수 있기는 한데, 그냥 복습하는셈 치고 2주에 한 번 정도씩 세 시간 정도 다시 정리하면 깔끔하게 정리 잘 된다.  밑에 판례  꼭 써야된다고 했는데, 나는 판례 하나도 안쓰고도 A- 받았다.  대신 책에 있는 내용까지 상세히 다 쓰기는 했다.  어차피 법학 전공할거는 아니라 그 점 감안하시고 딱  필요한 부분만 집어서 강의 해주시는 것도 좋고 알기 쉽게  설명 잘 해주신다!	12212
진심 별로다. 재미도 없다. 팀플도 있다. 수업 무슨소린지 이해 못하겠다.	22202
시험부터 수업 과제까지 모두다 정말깐깐하고 숨막힌다.일단 수업시간에 같은 말 다른단어로 반복하는 것부터 시작해서 과제도 많고 손도 많이간다. 시험은 단답식이랑 논술형(약술형)인데 일단 단답은 족보있으면 할만한데 논술형이 지옥이다. 문제를 대충 알려주긴 하지만 양이 어마무시해서 내가 이걸준비해가도 시간안에 다 쓸수있을까 싶고, 다써서 냈다고 한들 점수를 매기는 기준이 깐깐한듯.그리고 절대일찍안끝내줌. 어쩌다한번 5분정도 남기고 진도를 다 나가서 짐싸고 갈준비하고 있었는데 꾸역꾸역 그날배운내용 다시 요약하면서 끝나는시간 꽉꽉채움.사실은 별점1개주고 싶은데 미운정들어서 두개줌.	00202
